instrument,harmo1,harmo2,harmo3
oboe,6.801,9.324,6.059
oboe,2.94,9.594,-12.757
oboe,7.612,6.522,13.781
oboe,11.394,14.152,20.103
oboe,-1.048,2.851,16.078
flute,-16.844,-25.392,-23.772
oboe,6.247,11.858,9.864
oboe,7.017,10.803,15.741
flute,-18.355,-13.935,-24.279
oboe,6.972,10.702,16.667
trumpet,-3.669,-17.706,-22.121
trumpet,-5.055,-23.572,-19.465
oboe,7.622,10.229,10.125
flute,-18.794,-20.177,-22.794
trumpet,-8.282,-20.421,-14.988
oboe,-5.427,7.692,8.672
oboe,14.808,15.923,8.673
oboe,11.176,12.944,19.109
oboe,9.614,14.996,20.661
oboe,5.426,10.657,0.935
oboe,8.628,10.805,12.458
oboe,5.468,9.669,-2.827
trumpet,-6.335,-23.692,-20.372
oboe,10.405,10.537,11.18
oboe,13.762,12.121,7.07
oboe,7.246,12.84,18.051
oboe,3.54,4.871,15.3
oboe,14.476,13.608,6.598
oboe,7.244,12.936,19.696
trumpet,-11.031,-25.913,-25.601
oboe,10.207,13.532,18.511
oboe,13.614,12.758,4.408
oboe,5.152,-6.133,15.603
flute,-16.067,-18.026,-25.275
flute,-20.198,-18.962,-22.005
oboe,13.209,12.75,3.779
oboe,13.972,17.546,8.219
oboe,-4.812,7.405,-2.634
trumpet,-6.41,-21.525,-17.054
oboe,-2.1,2.102,14.465
oboe,9.711,11.042,11.697
oboe,11.429,9.167,6.933
trumpet,-5.993,-13.955,-23.511
trumpet,-8.543,-24.319,-24.3
trumpet,-3.526,-13.142,-16.836
flute,-18.216,-21.702,-21.406
oboe,2.364,8.777,-7.314
trumpet,-9.501,-23.32,-22.316
flute,-17.246,-14.262,-23.428
trumpet,-4.555,-22.617,-21.265
oboe,6.513,12.253,15.244
trumpet,-7.611,-17.548,-17.329
oboe,13.787,11.007,4.583
oboe,-3.298,7.336,4.13
trumpet,-3.915,-22.401,-19.652
trumpet,-7.552,-22.266,-22.311
oboe,8.601,7.002,9.653
oboe,11.949,17.755,12.276
oboe,6.419,11.417,17.952
flute,-16.309,-16.577,-22.086
oboe,-0.789,8.219,-5.914
oboe,13.96,16.664,10.655
trumpet,-7.243,-18.473,-24.597
flute,-17.844,-21.9,-25.949
oboe,13.897,12.881,4.858
trumpet,-5.446,-20.688,-23.775
oboe,-2.572,8.708,2.662
trumpet,-12.574,-17.145,-24.057
oboe,14.226,12.223,5.81
oboe,6.509,11.694,9.873
trumpet,-15.776,-25.827,-25.004
oboe,14.191,12.076,7.279
trumpet,-5.243,-23.617,-19.826
trumpet,-4.949,-16.178,-24.536
oboe,4.68,9.113,-6.472
flute,-22.535,-22.838,-23.517
flute,-18.325,-22.122,-20.356
oboe,6.28,14.482,17.781
oboe,7.71,12.25,18.722
oboe,8.055,13.589,18.716
trumpet,-4.851,-10.161,-25.061
oboe,2.941,9.933,-8.209
oboe,5.028,8.813,4.039
oboe,12.601,12.711,10.035
oboe,13.972,15.184,5.781
trumpet,-9.157,-16.568,-19.815
oboe,-8.356,5.751,2.258
flute,-15.327,-16.009,-24.414
oboe,7.47,12.631,19.942
trumpet,-4.784,-18.13,-23.374
oboe,18.072,23.216,13.555
trumpet,-4.495,-19.822,-15.951
oboe,13.057,15.688,11.431
trumpet,-8.002,-19.719,-17.452
flute,-23.506,-19.103,-24.814
trumpet,-6.778,-17.976,-16.491
trumpet,-10.971,-17.244,-21.647
trumpet,-6.511,-23.022,-24.371
oboe,6.401,10.895,15.072
trumpet,-4.764,-16.768,-23.053
trumpet,-5.499,-20.658,-24.874
oboe,6.232,10.096,14.772
oboe,5.979,14.274,18.482
oboe,6.655,11.206,12.016
oboe,5.446,9.19,14.662
oboe,15.885,21.675,11.661
flute,-16.963,-17.385,-24.393
oboe,7.049,11.971,17.727
oboe,11.536,9.669,6.569
oboe,7.061,14.547,16.932
trumpet,-10.452,-17.668,-18.215
trumpet,-5.412,-22.339,-18.962
flute,-15.492,-19.321,-25.27
trumpet,-5.83,-17.598,-23.238
oboe,-4.461,6.426,-1.791
flute,-17.655,-16.986,-25.063
oboe,8.544,11.856,11.592
trumpet,-8.254,-16.792,-25.66
oboe,13.072,15.87,11.567
oboe,8.164,9.209,3.043
trumpet,-5.163,-14.043,-20.737
oboe,6.478,10.711,14.264
oboe,14.968,21.652,11.167
oboe,14.261,13.15,8.868
trumpet,-5.7,-20.451,-16.733
oboe,13.451,18.276,9.312
trumpet,-10.53,-18.842,-23.988
oboe,6.168,9.358,5.485
oboe,6.843,14.265,17.363
oboe,7.018,11.294,12.837
oboe,14.542,17.216,10.457
oboe,13.932,16.031,8.089
oboe,4.449,16.505,18.173
oboe,8.122,8.976,10.843
oboe,14.467,16.069,9.645
trumpet,-12.799,-15.661,-24.221
trumpet,-10.685,-11.793,-24.65
oboe,5.004,8.826,-5.265
trumpet,-3.724,-16.214,-21.121
oboe,9.688,9.283,-1.389
flute,-16.317,-14.44,-21.159
trumpet,-7.187,-19.415,-20.338
oboe,-6.848,6.042,1.294
flute,-17.871,-24.072,-22.33
oboe,14.752,15.285,7.31
trumpet,-4.296,-22.311,-21.603
oboe,12.538,18.041,10.426
oboe,-3.349,6.821,2.112
oboe,8.473,8.314,4.149
oboe,10.981,8.956,6.114
trumpet,-5.904,-20.286,-20.889
trumpet,-13.559,-15.549,-23.31
oboe,3.91,17.082,18.995
oboe,12.395,16.153,12.183
trumpet,-8.214,-20.525,-16.962
oboe,2.605,6.46,14.8
trumpet,-6.856,-21.548,-24.066
oboe,10.845,10.072,4.597
trumpet,-5.953,-24.032,-23.088
trumpet,-4.906,-19.481,-23.163
oboe,12.883,21.741,10.81
oboe,7.228,8.065,15.111
oboe,6.477,10.113,13.708
oboe,12.034,11.024,8.546
oboe,12.686,15.115,11.083
oboe,11.714,8.861,4.655
oboe,-3.94,8.451,0.921
flute,-20.198,-17.216,-24.91
oboe,1.56,9.244,-8.487
oboe,5.743,-4.039,15.437
trumpet,-3.736,-20.208,-21.893
oboe,4.432,12.367,7.507
trumpet,-5.235,-24.885,-22.445
trumpet,-3.076,-14.743,-18.039
oboe,6.087,9.851,-0.535
flute,-17.52,-16.194,-24.059
oboe,12.786,9.03,6.75
flute,-24.03,-19.63,-24.861
flute,-18.131,-18.749,-21.413
trumpet,-6.064,-25.333,-25.617
trumpet,-8.524,-14.826,-14.253
trumpet,-4.271,-13.85,-19.218
oboe,-2.757,8.324,0.878
flute,-15.581,-15.45,-24.142
flute,-17.672,-19.584,-23.778
oboe,14.135,18.626,13.572
trumpet,-4.509,-18.653,-23.549
oboe,6.795,11.112,15.513
oboe,6.703,11.537,15.495
trumpet,-4.342,-8.701,-25.514
flute,-22.505,-17.166,-24.366
flute,-18.771,-17.701,-25.69
oboe,10.365,15.305,20.021
oboe,7.003,8.743,-0.448
flute,-19.071,-18.431,-24.538
oboe,6.399,10.913,13.738
oboe,6.964,12.345,17.911
trumpet,-3.631,-20.348,-19.998
trumpet,-5.737,-12.468,-17.453
trumpet,-4.788,-23.526,-19.559
oboe,13.838,17.57,11.93
flute,-18.532,-22.209,-19.921
oboe,6.721,11.727,14.574
oboe,7.09,11.021,17.237
trumpet,-6.322,-20.323,-19.349
trumpet,-2.729,-13.293,-18.429
flute,-15.793,-16.305,-22.696
oboe,2.348,0.663,15.867
oboe,-4.239,8.541,-8.822
oboe,6.495,11.602,5.885
oboe,5.819,10.375,14.681
trumpet,-6.132,-22.725,-20.514
oboe,7.277,12.135,17.502
oboe,7.4,10.462,13.189
oboe,6.465,11.659,15.932
oboe,9.471,8.188,6.145
oboe,8.415,8.319,10.566
oboe,8.731,6.07,8.168
oboe,8.384,12.684,18.948
flute,-20.94,-16.579,-22.751
oboe,7.38,2.813,7.283
oboe,2.967,8.992,-3.909
trumpet,-10.001,-18.986,-21.531
oboe,6.817,11.459,8.747
oboe,6.695,11.105,14.446
oboe,7.521,8.008,1.274
oboe,8.38,11.401,12.08
oboe,7.034,12.176,17.649
oboe,14.839,17.236,10.872
oboe,9.463,10.152,10.709
oboe,3.99,9.328,1.17
flute,-16.157,-13.42,-24.361
oboe,7.025,13.474,18.454
flute,-22.389,-17.181,-22.091
trumpet,-5.249,-22.669,-23.162
trumpet,-3.438,-19.026,-20.178
flute,-16.891,-17.761,-25.905
oboe,7.254,12.998,18.172
oboe,6.353,12.931,18.259
oboe,7.608,9.692,12.546
oboe,7.188,3.436,6.459
oboe,-0.761,9.058,-5.121
oboe,13.706,23.053,10.66
oboe,8.38,10.312,11.076
oboe,6.676,11.443,8.611
oboe,6.949,12.964,18.216
oboe,13.817,13.074,3.762
trumpet,-9.329,-21.817,-18.162
oboe,3.267,9.458,-10.97
oboe,9.932,10.598,11.301
trumpet,-11.083,-16.99,-20.509
oboe,11.566,9.415,7.651
oboe,7.295,12.849,19.657
oboe,13.599,21.982,11.989
oboe,11.531,9.559,5.274
oboe,7.142,14.452,16.732
oboe,5.488,10.378,-0.274
oboe,9.78,9.573,4.412
oboe,6.999,9.168,-3.194
oboe,4.082,9.257,1.206
trumpet,-10.35,-11.283,-25.207
flute,-16.983,-21.51,-22.956
trumpet,-6.781,-21.637,-16.501
oboe,7.549,9.39,2.981
trumpet,-5.857,-3.023,-20.805
trumpet,-5.217,-18.64,-23.551
flute,-18.605,-22.891,-20.383
oboe,14.58,10.207,21.437
trumpet,-4.917,-22.207,-23.302
trumpet,-2.63,-18.256,-18.756
trumpet,-6.843,-17.088,-16.372
oboe,8.83,13.435,18.764
oboe,-3.149,1.368,14.749
oboe,4.521,12.745,4.992
trumpet,-11.749,-15.32,-16.219
oboe,9.079,9.593,4.192
oboe,6.874,4.427,12.176
trumpet,-5.811,-16.726,-25.146
oboe,9.225,10.615,11.116
oboe,9.159,14.723,19.877
flute,-16.333,-13.787,-25.093
trumpet,-6.737,-19.778,-24.63
flute,-15.27,-12.161,-24.475
oboe,7.195,11.516,9.381
trumpet,-7.349,-17.061,-17.892
trumpet,-5.4,-17.17,-19.098
oboe,-5.128,8.767,5.889
oboe,14.395,16.117,6.092
oboe,6.661,1.557,14.088
trumpet,-8.514,-21.038,-25.112
oboe,9.176,14.466,20.321
oboe,-0.98,8.702,-2.565
oboe,13.97,12.797,3.247
flute,-14.896,-16.966,-20.988
trumpet,-3.594,-16.336,-19.81
flute,-22.411,-14.425,-24.067
oboe,5.181,9.118,0.438
trumpet,-6.262,-17.002,-14.903
oboe,6.412,10.558,14.973
oboe,7.151,10.734,13.745
trumpet,-8.146,-9.385,-14.157
trumpet,-5.666,-21.087,-21.887
trumpet,-5.072,-24.888,-15.906
oboe,8.483,11.145,10.806
oboe,12.504,10.873,5.721
flute,-20.621,-24.742,-25.032
oboe,6.232,1.475,14.405
oboe,-4.295,1.696,14.612
oboe,11.67,17.645,11.687
oboe,0.08,1.324,16.168
oboe,7.921,9.776,10.885
oboe,11.627,9.592,6.312
oboe,14.272,14.613,6.527
oboe,6.336,9.349,2.424
trumpet,-5.768,-24.503,-18.683
oboe,12.406,19.298,11.313
trumpet,-6.495,-22.037,-18.975
oboe,4.801,11.932,7.054
flute,-17.783,-15.083,-24.329
oboe,14.122,14.171,6.858
oboe,5.219,9.763,-1.685
trumpet,-9.65,-18.085,-19.451
flute,-16.357,-16.303,-21.49
trumpet,-5.269,-24.316,-22.713
oboe,6.1,12.541,15.915
oboe,6.676,10.585,5.016
flute,-21.708,-13.471,-21.204
oboe,11.924,17.904,11.137
oboe,9.844,16.11,19.735
oboe,10.515,9.558,3.678
trumpet,-4.892,-24.491,-21.332
flute,-19.438,-18.247,-22.196
oboe,12.575,19.603,12.292
oboe,1.71,2.627,14.207
trumpet,-7.538,-15.857,-14.575
trumpet,-3.929,-15.582,-18.883
trumpet,-9.896,-16.143,-17.342
oboe,14.472,13.661,7.744
oboe,7.314,11.931,10.64
oboe,3.798,8.613,15.202
trumpet,-6.651,-16.072,-16.283
oboe,7.541,11.424,17.227
oboe,10.064,8.869,4.05
trumpet,-7.327,-21.866,-22.706
oboe,-2.529,10.403,3.457
oboe,11.71,12.462,10.985
flute,-16.064,-17.023,-21.105
oboe,13.098,12.474,4.507
oboe,12.077,17.838,13.432
trumpet,-10.854,-17.938,-22.301
oboe,7.45,13.188,18.244
oboe,14.304,11.281,3.754
oboe,6.033,9.452,11.529
oboe,6.794,11.145,15.715
flute,-23.131,-15.543,-24.449
trumpet,-8.23,-16.915,-19.84
trumpet,-4.696,-21.905,-18.144
oboe,9.187,13.303,19.745
oboe,3.629,8.442,2.398
oboe,11.935,18.045,12.188
oboe,6.113,9.776,13.683
flute,-18.097,-13.656,-23.796
trumpet,-7.431,-18.771,-16.254
oboe,14.744,13.03,7.493
flute,-23.926,-16.71,-22.218
trumpet,-4.739,-23.17,-19.408
oboe,12.342,11.611,7.611
oboe,4.156,17.068,17.026
trumpet,-2.88,-17.878,-19.689
oboe,1.179,10.015,-9.785
trumpet,-5.161,-14.29,-20.25
oboe,9.321,10.733,12.513
trumpet,-16.568,-13.608,-24.184
trumpet,-6.273,-17.147,-21.069
oboe,12.257,18.122,12.397
oboe,9.378,9.777,2.485
trumpet,-6.01,-14.259,-23.166
oboe,-2.462,9.84,6.0
trumpet,-8.903,-16.987,-20.844
oboe,14.42,17.897,12.419
trumpet,-4.333,-22.58,-21.416
oboe,6.827,12.98,18.07
flute,-17.699,-24.085,-20.856
trumpet,-3.539,-20.333,-18.761
oboe,15.933,21.514,11.467
oboe,14.19,13.018,8.0
oboe,12.458,10.791,3.901
oboe,4.317,-1.353,14.942
flute,-20.016,-15.922,-25.253
trumpet,-4.915,-14.634,-19.708
oboe,9.322,9.445,9.873
trumpet,-4.63,-16.491,-21.77
oboe,10.769,15.52,21.166
trumpet,-8.648,-17.009,-17.06
oboe,6.458,10.587,12.715
trumpet,-8.421,-18.734,-20.924
trumpet,-5.679,-24.886,-24.198
flute,-23.058,-15.421,-25.686
oboe,13.118,22.392,10.365
trumpet,-9.392,-23.539,-25.037
trumpet,-5.449,-21.515,-18.901
oboe,14.114,15.041,8.412
trumpet,-4.446,-24.055,-20.92
oboe,6.841,10.54,14.217
flute,-16.634,-14.712,-23.427
oboe,6.295,1.476,14.057
oboe,4.951,11.358,8.819
trumpet,-8.653,-23.82,-21.905
oboe,8.795,9.266,-2.354
flute,-17.789,-15.824,-25.341
flute,-19.019,-24.443,-21.502
oboe,12.633,9.343,7.368
trumpet,-4.891,-22.564,-20.361
oboe,13.509,14.916,7.939
oboe,6.802,10.347,12.68
oboe,-0.197,5.433,16.013
oboe,7.109,12.516,16.181
oboe,4.334,9.288,-9.911
oboe,14.41,14.418,6.563
oboe,7.09,10.444,14.605
flute,-19.553,-13.426,-23.398
flute,-24.318,-19.499,-22.603
oboe,17.692,22.184,13.198
oboe,2.769,9.149,-6.66
oboe,-4.308,9.089,-3.441
oboe,4.024,7.795,15.496
oboe,13.915,16.582,11.024
flute,-17.38,-18.686,-23.691
oboe,2.471,9.917,-0.347
trumpet,-6.306,-19.287,-19.942
flute,-21.761,-12.615,-19.557
flute,-21.992,-13.868,-25.402
oboe,-2.005,1.722,14.928
trumpet,-5.398,-17.285,-20.287
oboe,9.512,13.689,19.621
trumpet,-7.528,-24.487,-25.129
flute,-22.607,-21.234,-22.618
trumpet,-4.953,-18.138,-23.673
trumpet,-4.79,-9.919,-23.991
oboe,13.609,14.114,8.636
trumpet,-8.27,-23.917,-22.836
flute,-22.066,-19.693,-20.274
flute,-17.878,-20.695,-21.465
oboe,15.191,21.939,11.148
oboe,13.093,15.208,11.012
oboe,11.674,9.05,3.866
oboe,13.161,14.003,9.466
oboe,6.098,12.005,10.587
oboe,18.11,23.048,13.85
flute,-19.67,-20.697,-21.794
oboe,1.715,12.233,-0.67
oboe,-1.482,9.215,-5.329
flute,-22.581,-22.668,-24.021
oboe,14.785,17.285,6.989
trumpet,-3.801,-18.588,-25.881
oboe,15.08,17.057,10.519
oboe,-2.033,8.637,-4.727
flute,-16.911,-13.982,-23.25
oboe,1.7,0.519,15.965
oboe,14.517,15.04,8.613
oboe,11.684,10.725,9.535
trumpet,-6.772,-18.536,-17.206
oboe,14.885,16.179,9.926
flute,-15.599,-17.197,-23.763
oboe,14.026,17.279,11.521
trumpet,-6.894,-20.354,-17.184
oboe,7.627,10.835,10.149
oboe,13.977,13.236,5.392
oboe,16.113,20.605,11.3
oboe,9.257,-3.317,5.656
trumpet,-4.707,-22.175,-25.091
flute,-18.221,-17.6,-24.862
trumpet,-5.665,-18.863,-19.723
flute,-17.393,-14.628,-25.936
flute,-16.972,-16.434,-23.532
oboe,7.339,3.438,12.145
oboe,7.259,14.479,17.079
oboe,0.099,11.534,3.921
oboe,13.281,9.918,7.907
oboe,11.724,18.397,10.168
oboe,10.166,9.133,5.131
flute,-16.973,-21.812,-25.742
oboe,14.818,17.297,10.894
oboe,9.306,9.105,9.121
trumpet,-3.003,-16.493,-18.84
flute,-21.704,-16.617,-20.252
trumpet,-4.086,-18.414,-22.401
oboe,2.226,9.349,-10.988
oboe,13.668,17.14,7.717
oboe,7.609,10.83,9.783
flute,-25.74,-12.425,-18.922
oboe,13.831,10.993,4.601
oboe,5.235,12.846,6.135
flute,-22.642,-15.073,-23.233
trumpet,-5.157,-17.927,-15.926
oboe,6.654,7.958,14.879
trumpet,-5.214,-18.76,-20.237
oboe,11.831,12.362,10.733
oboe,-2.239,11.233,-5.229
oboe,5.918,8.549,-6.139
oboe,6.745,11.918,17.931
oboe,-2.69,7.433,1.836
oboe,7.537,11.497,18.461
oboe,6.863,14.232,17.509
oboe,8.379,6.692,9.267
oboe,17.852,22.695,13.328
oboe,5.653,13.476,18.327
trumpet,-5.214,-13.887,-22.312
flute,-16.164,-16.939,-22.518
oboe,4.549,11.876,7.297
oboe,7.166,3.055,8.655
trumpet,-10.884,-12.798,-18.491
trumpet,-3.678,-19.37,-24.423
flute,-18.604,-22.19,-23.289
trumpet,-6.068,-21.874,-17.508
trumpet,-7.349,-24.48,-21.473
oboe,0.902,4.407,11.808
oboe,10.57,15.165,19.672
trumpet,-5.113,-22.798,-19.793
oboe,12.6,20.987,12.279
oboe,3.493,8.908,-6.247
oboe,-4.856,5.871,5.801
oboe,9.946,11.981,12.038
oboe,13.379,14.005,9.503
flute,-17.648,-12.948,-25.071
oboe,9.83,11.748,11.631
oboe,13.281,11.395,2.755
oboe,10.99,9.855,6.954
trumpet,-7.063,-18.299,-18.446
oboe,12.675,15.9,12.073
oboe,1.875,8.847,0.957
trumpet,-10.837,-13.295,-19.779
oboe,9.189,9.558,-1.004
oboe,7.425,10.682,13.061
flute,-22.97,-18.512,-24.18
trumpet,-5.803,-21.358,-20.368
trumpet,-6.322,-13.609,-23.905
oboe,6.725,11.058,17.102
oboe,8.197,11.512,11.635
trumpet,-8.076,-21.445,-25.001
trumpet,-7.708,-25.438,-25.743
oboe,6.497,9.548,11.381
flute,-19.338,-12.735,-25.012
oboe,7.525,10.307,12.877
oboe,-5.747,7.764,-3.899
oboe,13.475,12.436,4.163
oboe,9.376,12.463,11.455
oboe,10.551,9.109,7.918
flute,-14.534,-16.494,-19.446
oboe,0.648,12.642,4.922
trumpet,-4.225,-12.986,-17.474
oboe,7.14,13.584,19.137
oboe,6.375,9.857,13.872
oboe,15.019,16.988,9.999
trumpet,-7.653,-19.711,-18.308
trumpet,-6.92,-18.697,-19.652
flute,-25.231,-14.891,-24.291
oboe,6.539,12.433,18.048
oboe,8.096,8.039,-1.053
oboe,11.594,9.195,5.142
trumpet,-25.812,-13.396,-25.666
oboe,12.892,11.17,3.842
oboe,14.519,18.312,12.9
trumpet,-6.574,-17.363,-24.814
flute,-18.85,-13.435,-25.992
oboe,7.635,2.942,11.245
trumpet,-5.778,-17.899,-24.286
trumpet,-4.068,-13.044,-19.611
oboe,4.473,16.262,17.036
trumpet,-4.062,-15.384,-19.967
oboe,12.03,17.673,12.161
oboe,-4.222,8.86,-10.138
oboe,9.674,14.841,19.067
oboe,10.464,10.076,5.228
oboe,8.043,12.578,17.37
oboe,13.966,15.42,5.748
oboe,4.011,12.293,6.262
oboe,4.216,11.63,4.751
oboe,-0.83,8.988,-8.013
oboe,14.183,11.407,5.879
oboe,14.157,17.261,11.61
oboe,6.678,9.497,15.795
oboe,6.658,14.037,15.535
oboe,1.737,8.083,0.867
oboe,7.606,10.619,14.722
trumpet,-8.641,-18.984,-19.265
oboe,-1.158,6.341,4.692
trumpet,-8.168,-18.495,-23.205
trumpet,-3.874,-21.905,-20.4
oboe,9.452,10.277,4.424
flute,-20.708,-21.666,-23.939
oboe,13.084,10.735,-0.353
oboe,2.52,8.687,-7.93
trumpet,-5.444,-23.596,-19.228
trumpet,-8.485,-20.853,-25.361
oboe,7.062,10.482,14.85
flute,-16.984,-17.466,-23.371
trumpet,-5.899,-14.643,-20.582
trumpet,-7.078,-21.235,-16.711
oboe,14.871,19.069,13.196
oboe,-1.565,7.651,11.175
oboe,7.019,14.279,16.346
trumpet,-7.611,-17.365,-16.518
trumpet,-4.113,-18.746,-21.925
flute,-18.012,-15.275,-25.947
flute,-16.466,-14.339,-23.01
oboe,14.086,18.828,13.396
oboe,8.672,0.42,6.826
flute,-20.359,-18.406,-21.63
oboe,5.607,14.096,17.864
trumpet,-11.532,-15.74,-22.574
oboe,0.349,12.066,-5.342
flute,-19.534,-21.924,-25.034
trumpet,-5.375,-22.754,-19.685
flute,-18.448,-20.453,-23.433
flute,-16.196,-23.397,-21.902
oboe,11.986,18.231,11.475
trumpet,-4.541,-24.509,-23.085
oboe,13.283,11.643,20.812
oboe,6.537,14.239,16.884
oboe,8.578,10.608,12.506
trumpet,-4.005,-16.384,-20.061
oboe,1.649,8.283,1.293
trumpet,-11.879,-16.575,-16.108
oboe,14.018,22.956,11.687
oboe,18.168,23.343,13.403
flute,-17.5,-17.455,-21.423
oboe,12.826,21.11,12.12
oboe,8.448,9.583,-5.155
trumpet,-8.874,-15.373,-19.306
oboe,2.608,9.071,-9.534
flute,-17.745,-15.418,-24.733
oboe,14.049,12.574,6.072
oboe,5.6,12.392,5.826
oboe,3.941,12.449,5.043
flute,-16.918,-23.592,-23.526
trumpet,-4.464,-21.919,-19.626
trumpet,-4.321,-19.64,-25.659
trumpet,-9.119,-8.267,-17.645
trumpet,-7.565,-24.475,-25.576
oboe,2.414,9.351,-9.273
flute,-15.426,-13.674,-22.793
oboe,13.349,14.759,9.467
oboe,10.785,9.3,3.117
oboe,10.686,14.913,20.432
oboe,11.385,9.55,4.843
oboe,6.803,9.237,-2.037
trumpet,-6.932,-20.823,-21.959
oboe,16.281,19.818,12.393
oboe,2.21,5.276,14.534
trumpet,-13.131,-16.855,-22.805
flute,-18.798,-17.482,-25.772
oboe,13.26,10.665,3.92
oboe,7.108,12.324,17.99
oboe,9.757,9.645,1.908
trumpet,-6.295,-22.378,-20.02
oboe,-3.86,8.707,-1.83
oboe,4.101,9.944,-3.994
oboe,5.529,9.868,14.267
flute,-18.636,-25.238,-21.973
oboe,6.166,11.303,10.199
oboe,7.194,9.629,13.231
flute,-19.687,-18.37,-20.507
oboe,6.612,14.482,17.746
trumpet,-10.032,-13.714,-17.356
trumpet,-4.208,-12.84,-20.356
trumpet,-6.88,-14.767,-19.228
oboe,13.728,16.053,9.136
oboe,11.728,9.261,7.124
oboe,2.131,9.514,-6.716
flute,-15.95,-15.549,-19.562
flute,-18.742,-19.132,-25.245
oboe,14.188,16.33,9.925
oboe,12.967,12.843,7.159
oboe,12.309,19.471,12.204
flute,-18.148,-14.82,-23.909
trumpet,-7.012,-4.135,-20.503
oboe,7.182,9.569,1.327
oboe,13.224,11.107,3.459
oboe,7.769,7.975,11.161
oboe,7.494,12.677,19.342
trumpet,-6.3,-21.15,-19.71
flute,-19.935,-18.134,-24.778
oboe,12.971,14.863,10.657
oboe,7.968,12.805,18.324
oboe,8.373,11.988,11.511
flute,-20.329,-23.054,-24.09
trumpet,-6.172,-22.983,-19.131
trumpet,-4.212,-14.089,-19.579
trumpet,-7.117,-17.524,-22.648
trumpet,-8.776,-6.574,-19.742
trumpet,-4.693,-15.871,-18.891
oboe,6.864,11.059,14.603
oboe,11.792,12.9,11.441
trumpet,-6.701,-18.84,-17.015
oboe,7.083,13.216,17.954
oboe,7.077,11.884,17.131
oboe,9.267,10.856,9.976
trumpet,-14.952,-16.217,-21.576
trumpet,-5.799,-22.646,-18.95
oboe,6.522,9.649,14.053
flute,-16.839,-22.876,-25.675
oboe,12.737,12.366,4.436
oboe,7.703,10.869,8.169
trumpet,-7.169,-21.788,-22.32
oboe,4.516,9.683,-6.154
oboe,0.607,8.711,-8.828
trumpet,-6.563,-25.615,-23.549
oboe,7.676,2.429,6.454
oboe,12.925,11.651,4.123
oboe,14.363,15.298,7.966
flute,-20.841,-24.444,-24.907
oboe,13.771,12.218,6.664
oboe,-3.938,6.527,1.621
trumpet,-9.949,-12.643,-23.192
oboe,13.936,13.818,6.868
oboe,12.431,18.842,12.859
oboe,6.224,11.631,16.32
oboe,5.991,12.549,6.068
flute,-14.196,-15.507,-24.188
oboe,3.156,8.776,-3.962
oboe,10.805,15.139,19.891
oboe,7.039,13.595,19.022
trumpet,-6.613,-17.83,-16.632
flute,-16.303,-13.359,-23.255
trumpet,-6.577,-17.718,-25.39
oboe,14.389,16.751,8.675
oboe,-1.79,3.154,11.537
oboe,13.905,22.597,12.289
trumpet,-19.149,-16.591,-22.878
oboe,-0.635,8.881,-10.197
oboe,7.673,5.218,11.56
oboe,14.477,13.504,7.687
trumpet,-5.764,-25.943,-20.96
trumpet,-5.251,-25.252,-19.88
trumpet,-4.265,-19.119,-24.009
trumpet,-7.558,-17.487,-18.019
flute,-22.097,-24.736,-23.952
trumpet,-9.248,-14.421,-22.121
trumpet,-7.692,-21.203,-19.668
oboe,4.251,9.392,-9.893
oboe,4.133,9.456,-8.553
flute,-17.437,-16.245,-24.671
oboe,1.062,4.221,12.353
oboe,0.763,6.525,6.946
oboe,3.689,12.88,2.548
oboe,7.26,12.328,17.293
oboe,6.989,9.843,13.324
flute,-23.592,-12.628,-20.754
trumpet,-9.146,-16.254,-20.703
trumpet,-5.61,-24.128,-22.794
trumpet,-7.809,-24.892,-25.34
oboe,6.601,11.374,16.572
trumpet,-8.985,-17.193,-20.479
oboe,8.695,10.158,10.758
oboe,12.008,10.881,4.609
oboe,3.52,9.487,-4.04
flute,-17.027,-23.381,-25.367
oboe,12.284,11.772,7.574
trumpet,-5.013,-19.351,-17.286
flute,-20.45,-18.562,-25.391
trumpet,-10.543,-15.164,-23.014
trumpet,-4.943,-18.65,-22.971
trumpet,-5.97,-14.054,-14.791
oboe,-1.33,8.741,-5.604
trumpet,-6.525,-16.63,-21.159
oboe,14.242,15.369,6.844
flute,-15.952,-23.623,-20.579
oboe,7.816,9.073,3.722
oboe,14.185,16.286,9.502
oboe,9.455,9.662,3.902
oboe,13.352,12.252,2.105
flute,-20.469,-18.515,-20.36
trumpet,-6.684,-15.821,-22.112
flute,-16.729,-17.353,-22.371
oboe,10.118,10.105,5.693
oboe,10.795,8.684,6.252
trumpet,-5.772,-21.791,-19.418
oboe,8.406,10.179,9.91
oboe,11.823,9.724,8.037
oboe,10.352,10.996,11.716
oboe,6.82,12.601,18.61
oboe,14.498,14.524,6.797
oboe,2.937,8.816,-1.426
trumpet,-5.019,-21.239,-19.573
oboe,8.578,11.091,12.448
oboe,7.191,2.412,9.172
oboe,12.979,14.801,10.617
oboe,6.471,13.408,17.412
oboe,14.956,18.177,12.423
oboe,8.229,1.399,14.853
flute,-19.9,-24.696,-22.427
oboe,14.708,18.25,12.591
oboe,11.443,9.564,7.628
flute,-18.904,-17.605,-23.665
oboe,13.932,22.221,11.974
oboe,6.217,13.9,18.281
oboe,7.548,10.024,12.441
oboe,-2.506,7.368,4.402
oboe,13.81,16.734,11.124
