instrument,harmo1,harmo2,harmo3
trumpet,-5.556,-15.765,-20.986
oboe,5.263,8.509,14.478
oboe,5.246,10.084,15.063
trumpet,-4.427,-23.203,-21.082
trumpet,-6.221,-14.472,-23.387
oboe,7.165,11.045,14.43
flute,-17.836,-21.969,-21.62
flute,-17.886,-15.969,-18.885
oboe,9.324,12.309,11.464
trumpet,-4.304,-16.79,-17.986
trumpet,-8.957,-20.244,-20.137
trumpet,-3.354,-17.98,-22.665
oboe,11.439,11.16,11.228
flute,-17.227,-22.563,-25.57
oboe,4.072,9.409,-0.737
flute,-17.5,-13.363,-25.192
flute,-17.573,-19.492,-25.542
oboe,9.737,9.753,3.376
trumpet,-9.139,-14.827,-24.549
oboe,1.189,1.329,16.211
trumpet,-7.762,-5.934,-23.308
flute,-17.96,-19.406,-22.409
oboe,7.764,6.618,13.361
